merchant_id,mcc,vertical,country,trust_score,prior_cb_rate,refund_rate,cancel_rate,website_uptime,sentiment,sales_growth_3m,payout_delay_days,reserve_percent,deposit_policy_percent,days_in_advance,booking_amount,new_merchant,shock_flag
M0199,5964,retail_goods_prepay,EU,74.61038362,0.076594887,0.086165225,0.301544986,0.981127923,0.155618346,0.116397223,2,9.114112549,8.246758144,15,100.64,0,1
M0734,8299,education_courses,BR,61.3486238,0.014708306,0.085922483,0.015687075,0.981848629,-0.170817327,-0.023935934,2,3.188132451,23.72122186,10,84.43,0,0
M0358,7011,hotel,ZA,74.18465684,0.079601582,0.036698653,0.076531803,0.999,0.229235089,0.091294299,2,5.178726736,21.81938423,17,17.69,0,0
M0131,5968,subscription_box,GB,69.20898575,0.025137819,0.378014024,0.024928891,0.967304639,-0.866211963,-0.017984916,0,8.809594989,8.253611169,1,41.51,0,0
M0685,5964,retail_goods_prepay,US,80.44488146,0.086185519,0.069431347,0.233251788,0.993490058,-0.137857643,0.069709168,2,2.871496631,23.00619729,10,34.11,0,0
M0465,4511,airline,AE,71.93643512,0.002361926,0.113076377,0.110894452,0.978709456,-0.01729888,0.127818622,2,7.133861845,8.068488107,159,71.95,0,0
M0187,7011,hotel,CA,69.055888,0.017034421,0.038214208,0.078349024,0.975820126,0.838388435,0.012330135,14,8.878729854,9.435678634,21,22.06,0,0
M0475,5968,subscription_box,AU,64.56415202,0.071080938,0.073317233,0.02673986,0.988295113,0.254085418,0.354674844,14,2.580254413,5.719447603,0,90.46,0,1
M0015,8299,education_courses,ZA,34.58692591,0.024920107,0.048296552,0.029777258,0.962676742,0.188137341,-0.081368621,2,5.034431218,0.700200052,33,27.67,0,0
M0063,5968,subscription_box,US,61.48493987,0.007004064,0.032027454,0.132343807,0.981118465,0.712506795,0.067202473,7,2.849749627,0,0,12.24,0,0
M0194,4511,airline,GB,66.83575508,0.03122999,0.025041107,0.010319226,0.992587631,0.15245465,-0.077425841,7,6.134712223,7.980807009,197,19.52,0,0
M0005,4722,tour_operator,EU,54.7072365,0.084994507,0.040793504,0.301602231,0.985465079,0.413172622,-0.022284457,0,5.862995771,2.441612371,133,19.64,0,0
M0794,8299,education_courses,SG,77.43654619,0.125914261,0.340253139,0.102007855,0.97523541,0.183881245,-0.018721761,1,8.576629145,0,51,94.33,0,0
M0114,7011,hotel,BR,83.79969333,0.078764343,0.077775312,0.160449143,0.986803752,0.080996099,0.197682753,7,1.69718713,0,21,96.77,0,1
M0452,8299,education_courses,GB,95.83507429,0.03347075,0.020312315,0.103346606,0.980988568,0.077546423,-0.059821526,14,6.327123349,9.218069411,69,42.52,0,0
M0309,7922,event_ticketing,CA,78.19267644,0.013601402,0.029506228,0.239394498,0.966114948,0.324307154,0.12924861,2,6.306949481,5.611072612,92,35.25,0,0
M0109,8299,education_courses,US,57.07402635,0.012938032,0.126580184,0.110977863,0.992580217,-0.079516601,-0.036070739,7,5.345557459,15.2333653,21,220.47,0,0
M0183,7011,hotel,ZA,59.17920447,0.012887989,0.085655949,0.152435187,0.999,-0.107852166,0.03036472,30,7.100058092,2.048315368,14,25.84,0,0
M0663,7011,hotel,US,92.01203251,0.016776855,0.014476288,0.07869094,0.972205668,0.371632877,-0.202313584,2,6.581830854,5.051228489,30,59.69,0,0
M0561,5817,digital_services,GB,74.98440862,0.007128462,0.067600855,0.134264217,0.977358037,0.119324449,0.384516288,14,3.952414126,22.50923241,0,45.97,0,0
M0409,8299,education_courses,BR,79.78424367,0.012519841,0.100615179,0.184073058,0.985755712,0.501218675,-0.010777915,7,6.474200715,8.625276734,22,123.4,0,0
M0359,5817,digital_services,AU,73.65381932,0.040858004,0.029231898,0.086347527,0.978595463,-0.578515307,0.086397874,0,2.213770584,33.9078914,0,68.18,0,0
M0144,4722,tour_operator,AE,59.47770461,0.032303474,0.215042511,0.248874599,0.966701566,0.173263328,0.060367268,1,7.32236622,0,113,92.75,0,0
M0793,8299,education_courses,IN,77.49482852,0.090486507,0.035659132,0.106838169,0.97744956,0.534124778,0.097410497,0,7.32887465,24.50953645,42,128.8,0,0
M0117,4121,transport_shuttle,US,86.20001804,0.017059272,0.01342928,0.210757972,0.978074751,-0.09305903,0.039563932,14,8.66219987,13.89476262,3,119,0,0
M0391,5817,digital_services,US,51.52374125,0.02119342,0.131963451,0.049050645,0.997519976,-0.112609679,0.16667912,7,4.510902239,8.945657609,3,139.75,0,0
M0720,4511,airline,EU,25,0.051258844,0.055395111,0.22844088,0.978655405,0.063083391,0.071312739,2,1.532163245,18.18420031,178,85.43,1,0
M0282,5968,subscription_box,CA,76.63254795,0.016605506,0.227828213,0.028954503,0.968424534,0.077326249,-0.071873731,14,4.268962635,3.513695611,0,166.19,0,0
M0587,5817,digital_services,GB,69.8463449,0.054039124,0.119789714,0.104568744,0.999,0.306337486,0.196804752,1,7.725613299,22.81452009,0,85.09,0,0
M0555,7011,hotel,BR,54.96145471,0.000405837,0.029756016,0.2068188,0.986862926,0.293739965,-0.059506012,1,9.869158043,20.39793106,23,151.37,0,0
M0321,4511,airline,IN,66.53450758,0.030305305,0.049769561,0.057243246,0.99258845,0.184765044,-0.121761834,2,10.72208695,31.9242801,203,72.23,0,0
M0142,5964,retail_goods_prepay,SG,69.69838964,0.027647298,0.303174724,0.046040254,0.965274304,0.28900802,0.111754147,7,0.420851393,8.699243951,18,75.19,0,0
M0463,7011,hotel,BR,75.77697698,0.00753942,0.064376905,0.108014171,0.992217202,0.069591979,-0.045516664,1,9.247439214,17.96001681,39,49.34,0,0
M0018,5968,subscription_box,IN,71.57639059,0.038553016,0.026352282,0.227234244,0.98947725,-0.107154696,-0.305163701,7,5.766499734,23.25058866,7,48.59,0,0
M0401,5968,subscription_box,BR,60.69010685,0.125157566,0.061672299,0.110438301,0.987176083,0.361123294,-0.149329764,2,3.810383977,2.983646975,6,65.57,0,0
M0797,4722,tour_operator,IN,51.52567116,0.005970554,0.02251588,0.053067161,0.97884676,0.741190129,0.191821744,14,5.498670369,3.987534444,38,23.54,0,1
M0087,7011,hotel,AE,25,0.008123007,0.029183412,0.192988771,0.991163177,0.352929532,0.000647357,7,4.595376321,26.29687044,36,81.02,1,0
M0749,7922,event_ticketing,IN,67.8712096,0.023740332,0.017159589,0.134896652,0.989754925,-0.013948103,-0.021000106,7,0.638576868,3.711870627,51,64.67,0,0
M0760,8299,education_courses,GB,54.59198948,0.04229071,0.102037055,0.234865673,0.989316449,0.314124917,0.203155074,1,6.202029125,1.453769438,17,68.27,0,0
M0269,4511,airline,SG,81.83787981,0.018361448,0.05658861,0.182464869,0.999,-0.054338509,-0.000682699,0,0.219184854,25.68609309,129,38.02,0,0
M0566,5964,retail_goods_prepay,CA,79.4094775,0.119036944,0.018310508,0.0867982,0.987004429,-0.356345237,0.226893071,0,9.938688062,5.329255525,12,107.92,0,0
M0152,5817,digital_services,AE,89.78323024,0.076246185,0.089511966,0.226715258,0.992189466,0.039950578,-0.01027994,14,6.359247937,12.48540636,2,18.17,0,0
M0755,7011,hotel,AU,58.71430775,0.027806126,0.077207389,0.107441454,0.959472341,0.464195888,0.251666643,7,5.078031078,3.865331026,21,29.04,0,0
M0440,5817,digital_services,BR,80.39924132,0.024164606,0.019434258,0.090533841,0.994826823,0.359956724,0.075493118,7,4.085906688,5.324213629,7,77.29,0,0
M0138,5964,retail_goods_prepay,CA,69.42617158,0.024408054,0.052920723,0.097408339,0.98865457,0.175025791,0.123216804,30,3.586422064,12.2796401,5,46.54,0,0
M0271,7011,hotel,US,69.27310962,0.040085204,0.005323003,0.041847577,0.97680288,-0.484845735,0.039731554,14,8.68513347,12.70432608,43,56.7,0,0
M0591,4511,airline,SG,98,0.020309188,0.15858388,0.048338742,0.978368159,0.151420082,-0.341448037,2,1.966612197,3.199826465,104,47.96,0,0
M0585,7011,hotel,AU,85.5053915,0.064869424,0.041922251,0.132696133,0.992326405,-0.103635202,0.092943341,0,9.077846292,0,42,78.73,0,0
M0148,7011,hotel,ZA,84.41186402,0.005497319,0.016121528,0.086177522,0.971578026,-0.367030753,0.158424362,7,7.050354804,22.10274563,39,49.09,0,0
M0440,5817,digital_services,BR,80.39924132,0.024164606,0.019434258,0.090533841,0.994826823,0.359956724,0.075493118,7,4.085906688,5.324213629,9,11.92,0,0
M0124,7011,hotel,EU,80.37051125,0.003827846,0.015355016,0.238253111,0.995000956,-0.012367569,0.193728671,2,4.999590539,0,23,47.22,0,0
M0029,4511,airline,IN,79.80625936,0.063633337,0.123636112,0.090700357,0.977413716,-0.260012983,0.196119865,7,6.480881163,3.259079106,120,47.19,0,0
M0568,7011,hotel,AU,85.62070956,0.035770209,0.043021254,0.265188697,0.976483068,-0.092470658,0.088209547,0,4.913877744,3.791546065,24,56.68,0,0
M0716,4511,airline,EU,49.64329889,0.031249237,0.140606578,0.17398072,0.992311892,-0.014121184,0.133523185,1,7.117594544,4.961380976,90,207.15,0,0
M0434,8299,education_courses,AE,88.23741644,0.014999518,0.023703373,0.030098616,0.996836776,0.372219256,0.054820774,7,5.249301098,9.973284934,0,21.22,0,0
M0476,7011,hotel,AU,65.74989154,0.00501534,0.205362249,0.189891002,0.997411948,-0.349469582,0.178933809,1,2.642090422,20.29946205,32,44.06,1,0
M0116,7011,hotel,IN,65.61590116,0.012279215,0.007257859,0.283079523,0.983315937,0.287508305,-0.094919381,1,6.032703258,0.214464895,30,228.01,0,0
M0149,4722,online_travel_agency,BR,61.40006663,0.002067076,0.00157676,0.195422552,0.992753208,0.144844064,-0.182255439,1,7.677474294,32.49557744,93,221.68,0,0
M0712,5817,digital_services,CA,77.40375963,0.067038921,0.1692418,0.046492917,0.986120347,-0.104177362,0.078746065,1,9.783113827,0,7,83.43,0,0
M0385,7011,hotel,SG,64.31014147,0.026387852,0.050918958,0.15588764,0.981100707,0.648006062,0.164069756,7,5.185008783,7.72447251,17,62.34,0,0
M0463,7011,hotel,BR,75.77697698,0.00753942,0.064376905,0.108014171,0.992217202,0.069591979,-0.045516664,1,9.247439214,17.96001681,8,34.92,0,0
M0185,4722,online_travel_agency,BR,67.89213112,0.037643373,0.041848731,0.040838731,0.988059941,0.008941946,-0.088557564,0,7.423768246,9.814278359,69,133.88,0,0
M0578,7011,hotel,SG,86.08095442,0.054766002,0.003117659,0.056741605,0.982441265,0.059216766,0.043742658,0,6.196239064,6.141148871,17,84.73,0,0
M0747,8299,education_courses,AE,86.67051884,0.016851118,0.064391706,0.194581717,0.994849204,-0.086978295,-0.076713154,7,6.315800232,13.06375097,24,70.19,0,0
M0315,5964,retail_goods_prepay,ZA,54.02326485,0.004886041,0.061273402,0.111854361,0.987488757,0.306366057,-0.205801006,1,8.135731435,0,9,91.5,0,0
M0434,8299,education_courses,AE,88.23741644,0.014999518,0.023703373,0.030098616,0.996836776,0.372219256,0.054820774,7,5.249301098,9.973284934,56,61.32,0,1
M0076,4722,tour_operator,CA,58.3233662,0.012467131,0.084978519,0.049313349,0.9949789,0.605811049,-0.069137854,2,6.647405087,16.49578586,14,20.39,0,0
M0297,4511,airline,ZA,55.10641915,0.042873978,0.058552992,0.02227957,0.999,-0.232758359,-0.074794675,0,8.168817103,14.93929934,162,123.38,0,0
M0667,4511,airline,US,49.86848008,0.010776658,0.186392639,0.019408184,0.972880209,0.058979876,0.360474496,0,8.729420416,15.46764567,107,22.23,0,0
M0210,8299,education_courses,AE,73.715098,0.002829687,0.031924011,0.075891,0.985925047,-0.197233546,0.157726125,2,8.839418187,15.92465102,39,96.34,0,0
M0791,7011,hotel,SG,75.86916242,0.029442433,0.097887848,0.017014548,0.977974005,0.370683947,-0.030725491,30,7.659715841,11.04690024,18,42.99,0,0
M0603,8299,education_courses,GB,57.58720643,0.004993722,0.093250828,0.219286799,0.999,-0.070805945,0.311726143,7,2.888445869,23.43504533,7,51.12,0,0
M0473,5968,subscription_box,GB,84.57554311,0.014829436,0.268810335,0.18505262,0.998124711,-0.027520625,0.220372366,0,5.805810651,0,10,21.68,0,0
M0351,5817,digital_services,IN,73.69864598,0.029200172,0.028165023,0.02965005,0.995083628,0.335370696,0.31555978,2,6.784246832,0,0,60.45,1,0
M0235,5817,digital_services,EU,77.969275,0.027741472,0.04996433,0.35006628,0.998579571,0.762920728,0.221002473,1,7.587733658,10.41293827,9,49.85,0,0
M0138,5964,retail_goods_prepay,CA,69.42617158,0.024408054,0.052920723,0.097408339,0.98865457,0.175025791,0.123216804,30,3.586422064,12.2796401,16,68.84,0,0
M0317,4722,online_travel_agency,GB,47.84741236,0.085095928,0.08042106,0.099063208,0.970925638,0.227639342,0.155697616,14,3.983739224,20.73191553,11,37.82,0,0
M0018,5968,subscription_box,IN,71.57639059,0.038553016,0.026352282,0.227234244,0.98947725,-0.107154696,-0.305163701,7,5.766499734,23.25058866,8,74.17,0,0
M0066,4121,transport_shuttle,BR,75.08605224,0.07746484,0.015070214,0.205369865,0.983756531,0.250098278,-0.083896424,7,6.638522415,5.140677915,6,30.71,0,0
M0058,4121,transport_shuttle,SG,73.41363468,0.020118962,0.058529318,0.020647974,0.983387938,0.016258751,-0.018528814,7,3.143322513,16.2222935,0,59.57,0,0
M0434,8299,education_courses,AE,88.23741644,0.014999518,0.023703373,0.030098616,0.996836776,0.372219256,0.054820774,7,5.249301098,9.973284934,8,19.09,0,0
M0183,7011,hotel,ZA,59.17920447,0.012887989,0.085655949,0.152435187,0.999,-0.107852166,0.03036472,30,7.100058092,2.048315368,3,50.51,0,0
M0404,5964,retail_goods_prepay,EU,61.3639112,0.004968905,0.044450792,0.004594935,0.985699356,-0.244999773,-0.164373767,2,2.818601922,0.199672948,9,42.39,0,0
M0552,7011,hotel,GB,82.72068266,0.038407426,0.204604421,0.062792648,0.984908553,0.085742523,-0.183243066,1,9.738485969,0,31,118.05,0,1
M0521,5964,retail_goods_prepay,AU,81.5977713,0.048748755,0.017542034,0.081606253,0.975433987,0.554639188,0.096562111,0,6.853103217,10.55087891,10,59.66,0,0
M0732,7011,hotel,BR,48.28806032,0.011727243,0.029362669,0.138861235,0.977139992,-0.162916976,0.145219206,7,6.87010917,0,22,44.83,0,0
M0063,5968,subscription_box,US,61.48493987,0.007004064,0.032027454,0.132343807,0.981118465,0.712506795,0.067202473,7,2.849749627,0,2,89.82,0,0
M0646,4722,tour_operator,BR,61.77247978,0.03206261,0.164364929,0.085220542,0.986459351,0.26795446,-0.107703411,14,5.653477277,19.94264544,9,49.73,0,0
M0661,4121,transport_shuttle,EU,91.58936209,0.005366641,0.182299022,0.3907884,0.977871043,-0.399777152,0.006004965,0,0,6.930561685,4,32.91,0,0
M0731,4511,airline,US,68.61720205,0.028155326,0.123631453,0.289876706,0.983209863,0.516876213,0.003399925,0,8.453818701,8.91704706,38,38.76,0,0
M0195,7922,event_ticketing,CA,79.37582594,0.00867648,0.113914046,0.158345639,0.986348463,0.029993298,0.103738258,2,0,13.78923389,67,23.75,0,0
M0570,4722,tour_operator,IN,80.1823332,0.068413711,0.078045599,0.070894523,0.968027221,0.180608442,0.165545234,1,5.344628685,0,60,116.33,0,0
M0617,5817,digital_services,AE,53.45469237,0.011473977,0.03176526,0.055001391,0.968327,-0.037268794,0.078908028,2,3.390284527,18.00119783,0,61.56,0,0
M0656,8299,education_courses,SG,58.44674712,0.019255859,0.049792941,0.016897349,0.978224005,-0.102074527,0.131419952,2,5.524601532,5.591897596,14,58.38,0,0
M0567,4722,tour_operator,CA,81.62918344,0.00438318,0.123107986,0.211208878,0.989533895,0.30017688,0.378778093,2,5.594773368,10.53810132,112,36.88,0,0
M0715,4722,online_travel_agency,AE,69.24971707,0.024800908,0.056212645,0.065562112,0.968511253,-0.044901523,-0.111037158,14,5.618533376,7.547742733,107,50.56,0,0
M0308,4722,online_travel_agency,US,64.24341474,0.066021759,0.051220098,0.107102821,0.98527591,0.509622026,-0.012869686,0,3.99562572,15.62443892,180,191.29,0,0
M0160,5968,subscription_box,CA,72.97295906,0.037356334,0.055935469,0.299486307,0.988992871,0.612671731,0.216310967,1,4.712618158,0,0,82.1,0,0
M0049,8299,education_courses,EU,76.96152975,0.056410197,0.072210002,0.114181564,0.986995605,0.442458822,-0.011124367,7,4.939884369,14.45949215,51,49.24,0,0
M0515,5817,digital_services,AE,74.12647603,0.0489493,0.005934765,0.160023818,0.985560302,0.648485704,-0.043121029,0,4.805263132,13.16298269,3,57.92,0,0
M0418,4722,online_travel_agency,AE,80.51357725,0.050179115,0.205631512,0.126009149,0.995278983,-0.107803066,0.055769782,14,6.6054428,23.30349196,96,26.71,0,0
M0706,7922,event_ticketing,US,61.05522827,0.028933285,0.105840196,0.051883751,0.985732176,-0.151394756,-0.201934433,1,8.188893595,10.01364195,51,35.67,0,0
M0658,7011,hotel,ZA,46.64501608,0.023008402,0.023896085,0.072714598,0.994705779,0.15679666,0.054744999,0,3.346821956,30.19118537,34,60.19,0,0
M0110,4722,tour_operator,AU,56.55040026,0.033584179,0.046083879,0.043041939,0.977601874,-0.622978153,0.11554344,14,2.792635098,0,84,53.64,0,0
M0439,4121,transport_shuttle,SG,61.67152663,0.052279011,0.028443985,0.140608432,0.977739817,0.632075899,-0.193649787,0,6.365775284,0,1,137.36,0,0
M0050,8299,education_courses,CA,68.92249735,0.069328047,0.050328198,0.070722515,0.972735246,-0.166402558,0.07488135,1,5.452946669,3.912687464,22,46.56,0,0
M0524,5964,retail_goods_prepay,SG,66.66399755,0.017990724,0.104063622,0.1514049,0.970619942,0.9,-0.055795848,2,5.181107382,27.20988333,6,87.46,0,0
M0742,5964,retail_goods_prepay,SG,48.45615772,0.029016107,0.073764393,0.02779862,0.981572595,-0.117869793,0.053475325,2,7.389804926,9.022430891,15,23.84,0,0
M0133,4121,transport_shuttle,GB,60.35051695,0.033590059,0.020392543,0.095201817,0.977397399,0.147158441,0.351265322,0,7.517285707,1.825165062,1,46.57,0,0
M0167,5817,digital_services,SG,72.22124085,0.082335601,0.05938422,0.053992558,0.987969118,0.322733895,-0.178303926,2,3.735484378,9.827186238,4,30.46,0,0
M0520,4511,airline,BR,73.92384754,0.000531997,0.083563891,0.11796038,0.977948536,0.150666953,0.069401377,2,4.548025265,21.70410895,77,72.1,0,0
M0486,5968,subscription_box,ZA,84.42184423,0.020574304,0.224303322,0.1772679,0.980894431,0.567446946,-0.078210649,2,5.700073265,5.26277536,0,123.15,0,0
M0203,7922,event_ticketing,BR,48.18346493,0.019254732,0.201391585,0.117658274,0.982029917,0.294654084,-0.158841465,14,10.75790871,4.837897972,20,79.45,0,0
M0534,4722,tour_operator,EU,80.80008208,0.017805328,0.113991871,0.165737663,0.998889497,-0.026414965,0.127335498,2,4.255011045,18.74604175,122,24.57,0,0
M0494,5968,subscription_box,SG,76.25984177,0.058040386,0.046925532,0.269273432,0.994298718,0.292441625,-0.064824364,0,4.686848717,20.8526652,2,38.19,0,0
M0427,8299,education_courses,SG,94.87850069,0.023298262,0.190057826,0.16114236,0.974594562,0.342110885,-0.028145169,30,5.685457765,22.96405837,36,62.61,0,0
M0297,4511,airline,ZA,55.10641915,0.042873978,0.058552992,0.02227957,0.999,-0.232758359,-0.074794675,0,8.168817103,14.93929934,41,79.74,0,0
M0262,7922,event_ticketing,CA,41.44854063,0.070134397,0.105971745,0.184175528,0.981386976,0.21926909,0.084439247,0,8.433342829,0.628724143,87,42.81,0,0
M0061,4511,airline,GB,69.10837763,0.009812352,0.116331794,0.135102922,0.98321781,0.063988424,-0.089797153,2,2.188455182,10.27771811,67,245,0,0
M0387,4722,online_travel_agency,SG,72.48793273,0.015345621,0.132773923,0.37383092,0.991269423,-0.151010776,0.089390992,1,6.163730645,33.07511741,134,39.02,0,0
M0643,5817,digital_services,BR,79.53827696,0.023212814,0.090139908,0.013648777,0.973611446,0.155705793,0.519148063,14,4.747131491,32.55719517,6,74.82,0,0
M0222,8299,education_courses,SG,61.81930781,0.005745824,0.030510697,0.281736601,0.974216609,0.153931943,0.106298504,0,9.029845284,0,11,38.19,0,0
M0323,7922,event_ticketing,BR,74.83130567,0.008764689,0.006881635,0.035498398,0.98064801,0.069318053,0.055695716,1,3.38044942,18.91222793,113,174.24,0,0
M0280,7922,event_ticketing,US,58.02388698,0.013840239,0.081939503,0.109393211,0.994696656,0.704913346,0.105998372,7,5.363446802,22.53221547,117,24.54,0,0
M0723,5964,retail_goods_prepay,US,66.90040999,0.002904207,0.07263147,0.06686003,0.960633651,0.501004271,-0.083550837,2,5.484855883,18.36266795,23,90.21,0,0
M0024,5968,subscription_box,IN,86.40348735,0.04130852,0.0791138,0.149952316,0.986158768,-0.190717525,-0.110292808,14,5.815311592,3.471748738,3,156.49,0,0
M0483,8299,education_courses,CA,88.32767428,0.035587063,0.051657245,0.179212403,0.973393478,-0.157721955,-0.005379652,14,9.960703499,7.337681078,30,74.34,0,0
M0785,4511,airline,EU,83.6011652,0.015423685,0.041007973,0.040279526,0.996656246,0.126376629,-0.067058776,0,5.124726105,23.58967086,108,41.24,0,0
M0701,5968,subscription_box,US,50.96978349,0.05748705,0.091352591,0.024836368,0.984500347,0.183228895,0.11502412,2,9.351857094,23.70302308,0,14.14,0,0
M0284,4722,tour_operator,CA,84.23929786,0.049858605,0.080672663,0.157581493,0.976134104,0.524330272,0.034691394,7,0,0,99,38.33,0,0
M0639,4722,tour_operator,AE,77.71112961,0.037381196,0.082284396,0.013704842,0.972059943,0.172505788,0.26274653,2,3.461380194,15.06392337,59,98.01,0,0
M0388,5964,retail_goods_prepay,ZA,87.61438088,0.02753527,0.021463216,0.122726975,0.999,0.274447917,-0.026375236,7,7.561024402,5.720842583,15,29.2,0,0
M0216,8299,education_courses,US,68.2364043,0.010215661,0.02472509,0.117003299,0.984183817,0.075528128,0.320311944,1,6.249368047,23.68352052,26,80.18,0,0
M0412,5968,subscription_box,AU,79.8549176,0.047328901,0.014380673,0.026142675,0.975712973,0.393038866,-0.098408688,1,3.218004712,10.94015063,0,162.45,0,0
M0151,5817,digital_services,ZA,85.75923535,0.029721914,0.232590955,0.10286187,0.995518424,-0.092140799,0.115107924,30,2.429049342,8.385621211,9,116.39,0,0
M0690,7922,event_ticketing,US,57.00857417,0.00303965,0.149337059,0.238229626,0.978991151,-0.191096002,-0.016317692,1,6.653302006,6.361426996,27,22.89,0,0
M0331,4511,airline,AU,76.10670617,0.012042844,0.079210138,0.163661535,0.993522713,0.410170575,0.148742125,0,4.640766173,9.265865055,0,23.42,0,0
M0347,4511,airline,CA,57.94022697,0.102128997,0.038374436,0.057930772,0.993734279,-0.238285511,0.148343964,7,3.58501367,11.04505368,146,61.5,0,0
M0572,4511,airline,SG,68.51062303,0.023924331,0.041626006,0.111440771,0.996846367,0.429057982,-0.198776081,0,6.824460297,9.439072509,193,31.53,0,0
M0189,8299,education_courses,BR,78.93805829,0.067855705,0.044455996,0.188209106,0.982695865,-0.388004513,-0.020341438,1,7.891990095,21.70853355,11,24.91,0,0
M0149,4722,online_travel_agency,BR,61.40006663,0.002067076,0.00157676,0.195422552,0.992753208,0.144844064,-0.182255439,1,7.677474294,32.49557744,94,182.46,0,0
M0392,5968,subscription_box,EU,64.95019611,0.063383075,0.063389723,0.227596096,0.959469141,0.074473756,-0.107881742,2,7.54740869,5.0509326,0,41.82,0,0
M0240,5964,retail_goods_prepay,BR,69.08982633,0.00025597,0.051093226,0.041303915,0.97307695,0.259815224,0.26217748,0,10.45610715,3.23214317,3,43.22,0,0
M0636,5817,digital_services,GB,70.34600416,0.01972937,0.104645507,0.098770854,0.971007608,-0.186691088,-0.050221745,14,10.34957726,12.35927055,6,166.22,0,0
M0052,4121,transport_shuttle,CA,62.70058135,0.0131793,0.081118775,0.048167022,0.99064692,-0.028367367,0.197047809,14,8.309328189,3.368375814,2,19.32,0,0
M0417,4722,online_travel_agency,AU,81.75314161,0.058243619,0.052461713,0.082539145,0.978446687,0.180117198,-0.13613484,14,5.721583367,4.067866619,116,56.24,0,0
M0189,8299,education_courses,BR,78.93805829,0.067855705,0.044455996,0.188209106,0.982695865,-0.388004513,-0.020341438,1,7.891990095,21.70853355,0,50.3,0,0
M0771,7011,hotel,ZA,74.038434,0.004877027,0.058025112,0.105779671,0.989855446,0.500050664,0.071378954,2,10.47248941,0.849968727,42,28.79,0,0
M0122,4121,transport_shuttle,SG,76.04363306,0.017101816,0.069430318,0.196885378,0.975445286,0.266051152,0.303481929,1,5.212804278,8.376290035,0,162.63,0,0
M0201,4722,online_travel_agency,SG,96.04635949,0.018893522,0.045125654,0.168056717,0.99464646,0.258518392,-0.051609474,7,2.386848913,33.0708653,76,52.34,0,0
M0678,5968,subscription_box,SG,64.98529294,0.035687935,0.118220081,0.222462777,0.977380849,0.38995326,-0.04272691,7,5.671196307,0,2,66.32,0,0
M0057,7011,hotel,CA,73.42780235,0.004075253,0.06560935,0.016854681,0.999,0.410409623,0.145943374,1,3.423264806,17.53276212,22,53.35,0,0
M0000,4121,transport_shuttle,EU,90.8604416,0.047263039,0.048454866,0.117108697,0.980656487,0.762228231,0.12841137,14,8.212105728,24.90732028,3,24.75,0,0
M0507,5968,subscription_box,IN,96.96727295,0.017931873,0.038245421,0.110804975,0.981885396,0.173515872,0.18601861,1,4.671978832,22.35887479,0,145.89,0,0
M0317,4722,online_travel_agency,GB,47.84741236,0.085095928,0.08042106,0.099063208,0.970925638,0.227639342,0.155697616,14,3.983739224,20.73191553,124,36.7,0,0
M0428,4722,online_travel_agency,IN,67.88286398,0.022902539,0.066056582,0.089972163,0.980661349,0.298042736,0.223867646,14,5.627807416,0,118,429.74,0,0
M0792,8299,education_courses,CA,71.7744924,0.005905432,0.215257136,0.030128349,0.987572004,-0.003261636,0.030240981,1,4.051002924,32.97619008,10,100.68,0,0
M0464,5968,subscription_box,EU,79.2430337,0.005826273,0.053111687,0.36349277,0.987048688,-0.415207847,-0.135129678,14,11.89864584,19.3850365,0,89.6,0,0
M0095,5964,retail_goods_prepay,AU,53.44850055,0.008796074,0.005668588,0.293190462,0.994178839,0.196736602,0.026466158,7,3.482661885,11.92448761,8,83.04,0,0
M0325,4722,tour_operator,GB,61.32922845,0.134060615,0.069977575,0.042417117,0.97069943,0.075175607,0.145755228,14,4.560690983,0,104,77.11,1,0
M0341,4722,online_travel_agency,AU,71.38823075,0.037454888,0.110210376,0.215658863,0.983562851,0.254072221,0.087226425,0,12.11564599,10.9757345,79,96.46,0,0
M0778,4722,tour_operator,AE,60.43786349,0.03080834,0.069889225,0.14545849,0.976848915,-0.060608658,0.06465821,1,1.608601057,18.75984719,71,121.57,0,0
M0520,4511,airline,BR,73.92384754,0.000531997,0.083563891,0.11796038,0.977948536,0.150666953,0.069401377,2,4.548025265,21.70410895,194,129.56,0,0
M0325,4722,tour_operator,GB,61.32922845,0.134060615,0.069977575,0.042417117,0.97069943,0.075175607,0.145755228,14,4.560690983,0,67,133.75,1,0
M0427,8299,education_courses,SG,94.87850069,0.023298262,0.190057826,0.16114236,0.974594562,0.342110885,-0.028145169,30,5.685457765,22.96405837,7,160.37,0,0
M0061,4511,airline,GB,69.10837763,0.009812352,0.116331794,0.135102922,0.98321781,0.063988424,-0.089797153,2,2.188455182,10.27771811,96,12.51,0,0
M0255,7011,hotel,ZA,66.08535688,0.012559879,0.064090636,0.120622588,0.984152151,0.138398337,0.112761712,7,5.33921135,2.253171517,49,58.55,0,0
M0629,4121,transport_shuttle,CA,57.37102016,0.028653106,0.114946969,0.05575861,0.990080293,0.424425767,0.120493456,30,8.637396686,23.8382038,0,23.28,0,0
M0428,4722,online_travel_agency,IN,67.88286398,0.022902539,0.066056582,0.089972163,0.980661349,0.298042736,0.223867646,14,5.627807416,0,56,38.18,0,1
M0625,5817,digital_services,AU,75.42426052,0.019478256,0.152651714,0.079548516,0.98946694,0.537595624,0.102936697,7,6.259578144,0,9,25.73,0,0
